#word	freqcount	cdcount	subtlwf	lg10wf	subtlcd	lg10cd
scrambled	367	246	7.20	2.5658	2.93	2.3927
shallow	301	246	5.90	2.4800	2.93	2.3927
shrimp	444	246	8.71	2.6484	2.93	2.3927
straw	318	246	6.24	2.5038	2.93	2.3927
tales	359	246	7.04	2.5563	2.93	2.3927
wig	426	246	8.35	2.6304	2.93	2.3927
ann	1296	245	25.41	3.1129	2.92	2.3909
authorized	319	245	6.25	2.5051	2.92	2.3909
cancelled	332	245	6.51	2.5224	2.92	2.3909
classy	294	245	5.76	2.4698	2.92	2.3909
crooked	290	245	5.69	2.4639	2.92	2.3909
deer	444	245	8.71	2.6484	2.92	2.3909
eighteen	310	245	6.08	2.4928	2.92	2.3909
sincere	305	245	5.98	2.4857	2.92	2.3909
spain	561	245	11.00	2.7497	2.92	2.3909
choosing	276	244	5.41	2.4425	2.91	2.3892
courtroom	427	244	8.37	2.6314	2.91	2.3892
jr	454	244	8.90	2.6580	2.91	2.3892
listed	284	244	5.57	2.4548	2.91	2.3892
popping	275	244	5.39	2.4409	2.91	2.3892
tuna	408	244	8.00	2.6117	2.91	2.3892
vanished	283	244	5.55	2.4533	2.91	2.3892
acceptable	269	243	5.27	2.4314	2.90	2.3874
bruce	1088	243	21.33	3.0370	2.90	2.3874
diego	625	243	12.25	2.7966	2.90	2.3874
dutch	761	243	14.92	2.8820	2.90	2.3874
electronic	350	243	6.86	2.5453	2.90	2.3874
engage	314	243	6.16	2.4983	2.90	2.3874
growth	329	243	6.45	2.5185	2.90	2.3874
hockey	588	243	11.53	2.7701	2.90	2.3874
jeans	337	243	6.61	2.5289	2.90	2.3874
lighting	323	243	6.33	2.5105	2.90	2.3874
motorcycle	455	243	8.92	2.6590	2.90	2.3874
products	312	243	6.12	2.4955	2.90	2.3874
psychotic	326	243	6.39	2.5145	2.90	2.3874
sorrow	350	243	6.86	2.5453	2.90	2.3874
ahem	391	242	7.67	2.5933	2.89	2.3856
attract	290	242	5.69	2.4639	2.89	2.3856
cured	308	242	6.04	2.4900	2.89	2.3856
delayed	274	242	5.37	2.4393	2.89	2.3856
equally	274	242	5.37	2.4393	2.89	2.3856
horns	316	242	6.20	2.5011	2.89	2.3856
nursing	323	242	6.33	2.5105	2.89	2.3856
resident	374	242	7.33	2.5740	2.89	2.3856
stain	316	242	6.20	2.5011	2.89	2.3856
taller	284	242	5.57	2.4548	2.89	2.3856
tease	290	242	5.69	2.4639	2.89	2.3856
brakes	339	241	6.65	2.5315	2.87	2.3838
carriage	381	241	7.47	2.5821	2.87	2.3838
classified	345	241	6.76	2.5391	2.87	2.3838
creek	454	241	8.90	2.6580	2.87	2.3838
deceased	321	241	6.29	2.5079	2.87	2.3838
edward	1051	241	20.61	3.0220	2.87	2.3838
haunted	379	241	7.43	2.5798	2.87	2.3838
incoming	315	241	6.18	2.4997	2.87	2.3838
issued	283	241	5.55	2.4533	2.87	2.3838
motherfuckers	615	241	12.06	2.7896	2.87	2.3838
online	342	241	6.71	2.5353	2.87	2.3838
pals	300	241	5.88	2.4786	2.87	2.3838
recommended	272	241	5.33	2.4362	2.87	2.3838
registration	333	241	6.53	2.5237	2.87	2.3838
regulations	325	241	6.37	2.5132	2.87	2.3838
resent	293	241	5.75	2.4683	2.87	2.3838
sleeve	286	241	5.61	2.4579	2.87	2.3838
spectacular	289	241	5.67	2.4624	2.87	2.3838
spine	293	241	5.75	2.4683	2.87	2.3838
ultimately	288	241	5.65	2.4609	2.87	2.3838
wealth	324	241	6.35	2.5119	2.87	2.3838
amazed	261	240	5.12	2.4183	2.86	2.3820
behold	303	240	5.94	2.4829	2.86	2.3820
bribe	308	240	6.04	2.4900	2.86	2.3820
catherine	952	240	18.67	2.9791	2.86	2.3820
detroit	538	240	10.55	2.7316	2.86	2.3820
elegant	320	240	6.27	2.5065	2.86	2.3820
exposure	291	240	5.71	2.4654	2.86	2.3820
failing	275	240	5.39	2.4409	2.86	2.3820
footsteps	322	240	6.31	2.5092	2.86	2.3820
jelly	363	240	7.12	2.5611	2.86	2.3820
regrets	301	240	5.90	2.4800	2.86	2.3820
specialty	272	240	5.33	2.4362	2.86	2.3820
supervisor	304	240	5.96	2.4843	2.86	2.3820
unlock	280	240	5.49	2.4487	2.86	2.3820
wardrobe	330	240	6.47	2.5198	2.86	2.3820
bicycle	337	239	6.61	2.5289	2.85	2.3802
channels	280	239	5.49	2.4487	2.85	2.3802
compound	361	239	7.08	2.5587	2.85	2.3802
despair	299	239	5.86	2.4771	2.85	2.3802
destination	300	239	5.88	2.4786	2.85	2.3802
donald	873	239	17.12	2.9415	2.85	2.3802
essence	287	239	5.63	2.4594	2.85	2.3802
exhibit	388	239	7.61	2.5899	2.85	2.3802
gallery	434	239	8.51	2.6385	2.85	2.3802
jeep	524	239	10.27	2.7202	2.85	2.3802
kennedy	598	239	11.73	2.7774	2.85	2.3802
lung	420	239	8.24	2.6243	2.85	2.3802
prettiest	292	239	5.73	2.4669	2.85	2.3802
resume	290	239	5.69	2.4639	2.85	2.3802
slam	296	239	5.80	2.4728	2.85	2.3802
appreciation	261	238	5.12	2.4183	2.84	2.3784
cargo	459	238	9.00	2.6628	2.84	2.3784
claus	707	238	13.86	2.8500	2.84	2.3784
coverage	318	238	6.24	2.5038	2.84	2.3784
discharge	327	238	6.41	2.5159	2.84	2.3784
facial	293	238	5.75	2.4683	2.84	2.3784
gained	264	238	5.18	2.4232	2.84	2.3784
marching	334	238	6.55	2.5250	2.84	2.3784
principles	306	238	6.00	2.4871	2.84	2.3784
targets	340	238	6.67	2.5328	2.84	2.3784
vegetable	291	238	5.71	2.4654	2.84	2.3784
attic	400	237	7.84	2.6031	2.83	2.3766
clearance	350	237	6.86	2.5453	2.83	2.3766
conviction	303	237	5.94	2.4829	2.83	2.3766
cuff	291	237	5.71	2.4654	2.83	2.3766
delight	288	237	5.65	2.4609	2.83	2.3766
fountain	352	237	6.90	2.5478	2.83	2.3766
geek	353	237	6.92	2.5490	2.83	2.3766
greetings	345	237	6.76	2.5391	2.83	2.3766
hairy	322	237	6.31	2.5092	2.83	2.3766
hunger	300	237	5.88	2.4786	2.83	2.3766
invasion	434	237	8.51	2.6385	2.83	2.3766
kidney	494	237	9.69	2.6946	2.83	2.3766
louise	717	237	14.06	2.8561	2.83	2.3766
pimp	440	237	8.63	2.6444	2.83	2.3766
secretly	260	237	5.10	2.4166	2.83	2.3766
steer	305	237	5.98	2.4857	2.83	2.3766
sticky	292	237	5.73	2.4669	2.83	2.3766
unlikely	258	237	5.06	2.4133	2.83	2.3766
vault	614	237	12.04	2.7889	2.83	2.3766
cloth	311	236	6.10	2.4942	2.81	2.3747
congress	419	236	8.22	2.6232	2.81	2.3747
curtains	321	236	6.29	2.5079	2.81	2.3747
customs	326	236	6.39	2.5145	2.81	2.3747
feast	342	236	6.71	2.5353	2.81	2.3747
intent	286	236	5.61	2.4579	2.81	2.3747
nevertheless	301	236	5.90	2.4800	2.81	2.3747
regardless	262	236	5.14	2.4200	2.81	2.3747
regards	258	236	5.06	2.4133	2.81	2.3747
robbing	331	236	6.49	2.5211	2.81	2.3747
scent	304	236	5.96	2.4843	2.81	2.3747
snakes	518	236	10.16	2.7152	2.81	2.3747
sole	268	236	5.25	2.4298	2.81	2.3747
theatre	582	236	11.41	2.7657	2.81	2.3747
advertising	379	235	7.43	2.5798	2.80	2.3729
bunk	320	235	6.27	2.5065	2.80	2.3729
cellar	478	235	9.37	2.6803	2.80	2.3729
cycle	300	235	5.88	2.4786	2.80	2.3729
diary	458	235	8.98	2.6618	2.80	2.3729
donna	1136	235	22.27	3.0558	2.80	2.3729
heartbeat	284	235	5.57	2.4548	2.80	2.3729
hiring	279	235	5.47	2.4472	2.80	2.3729
jolly	382	235	7.49	2.5832	2.80	2.3729
lasts	252	235	4.94	2.4031	2.80	2.3729
lethal	289	235	5.67	2.4624	2.80	2.3729
physician	313	235	6.14	2.4969	2.80	2.3729
precise	265	235	5.20	2.4249	2.80	2.3729
punched	282	235	5.53	2.4518	2.80	2.3729
respectable	288	235	5.65	2.4609	2.80	2.3729
shipping	322	235	6.31	2.5092	2.80	2.3729
supposedly	262	235	5.14	2.4200	2.80	2.3729
surgical	409	235	8.02	2.6128	2.80	2.3729
telegram	471	235	9.24	2.6739	2.80	2.3729
topic	271	235	5.31	2.4346	2.80	2.3729
arrogant	266	234	5.22	2.4265	2.79	2.3711
clowns	317	234	6.22	2.5024	2.79	2.3711
clues	320	234	6.27	2.5065	2.79	2.3711
clumsy	275	234	5.39	2.4409	2.79	2.3711
dental	315	234	6.18	2.4997	2.79	2.3711
drivers	340	234	6.67	2.5328	2.79	2.3711
employment	272	234	5.33	2.4362	2.79	2.3711
fastest	298	234	5.84	2.4757	2.79	2.3711
feature	298	234	5.84	2.4757	2.79	2.3711
fragile	262	234	5.14	2.4200	2.79	2.3711
heroin	501	234	9.82	2.7007	2.79	2.3711
reaches	267	234	5.24	2.4281	2.79	2.3711
reconsider	256	234	5.02	2.4099	2.79	2.3711
savage	365	234	7.16	2.5635	2.79	2.3711
underestimate	258	234	5.06	2.4133	2.79	2.3711
accuse	290	233	5.69	2.4639	2.78	2.3692
ambition	273	233	5.35	2.4378	2.78	2.3692
annie	1769	233	34.69	3.2480	2.78	2.3692
boobs	374	233	7.33	2.5740	2.78	2.3692
consult	285	233	5.59	2.4564	2.78	2.3692
freshman	375	233	7.35	2.5752	2.78	2.3692
martini	405	233	7.94	2.6085	2.78	2.3692
ohio	444	233	8.71	2.6484	2.78	2.3692
preserve	287	233	5.63	2.4594	2.78	2.3692
relieve	284	233	5.57	2.4548	2.78	2.3692
allowing	250	232	4.90	2.3997	2.77	2.3674
appointed	270	232	5.29	2.4330	2.77	2.3674
articles	308	232	6.04	2.4900	2.77	2.3674
beam	445	232	8.73	2.6493	2.77	2.3674
butts	292	232	5.73	2.4669	2.77	2.3674
commanding	352	232	6.90	2.5478	2.77	2.3674
educated	282	232	5.53	2.4518	2.77	2.3674
glow	293	232	5.75	2.4683	2.77	2.3674
hitler	628	232	12.31	2.7987	2.77	2.3674
promoted	286	232	5.61	2.4579	2.77	2.3674
rainbow	407	232	7.98	2.6107	2.77	2.3674
requests	273	232	5.35	2.4378	2.77	2.3674
rocky	807	232	15.82	2.9074	2.77	2.3674
sidewalk	279	232	5.47	2.4472	2.77	2.3674
tab	294	232	5.76	2.4698	2.77	2.3674
throne	441	232	8.65	2.6454	2.77	2.3674
withdraw	337	232	6.61	2.5289	2.77	2.3674
bake	323	231	6.33	2.5105	2.75	2.3655
bites	280	231	5.49	2.4487	2.75	2.3655
farther	287	231	5.63	2.4594	2.75	2.3655
feather	338	231	6.63	2.5302	2.75	2.3655
frequency	337	231	6.61	2.5289	2.75	2.3655
greet	268	231	5.25	2.4298	2.75	2.3655
grocery	280	231	5.49	2.4487	2.75	2.3655
masters	386	231	7.57	2.5877	2.75	2.3655
murderers	301	231	5.90	2.4800	2.75	2.3655
pains	269	231	5.27	2.4314	2.75	2.3655
pledge	351	231	6.88	2.5465	2.75	2.3655
spider	515	231	10.10	2.7126	2.75	2.3655
unacceptable	271	231	5.31	2.4346	2.75	2.3655
waving	266	231	5.22	2.4265	2.75	2.3655
whale	574	231	11.25	2.7597	2.75	2.3655
definition	296	230	5.80	2.4728	2.74	2.3636
deserted	276	230	5.41	2.4425	2.74	2.3636
detect	261	230	5.12	2.4183	2.74	2.3636
detectives	341	230	6.69	2.5340	2.74	2.3636
fax	357	230	7.00	2.5539	2.74	2.3636
mattress	337	230	6.61	2.5289	2.74	2.3636
med	344	230	6.75	2.5378	2.74	2.3636
mentally	290	230	5.69	2.4639	2.74	2.3636
meter	317	230	6.22	2.5024	2.74	2.3636
purely	258	230	5.06	2.4133	2.74	2.3636
trading	305	230	5.98	2.4857	2.74	2.3636
waits	307	230	6.02	2.4886	2.74	2.3636
acquaintance	273	229	5.35	2.4378	2.73	2.3617
calendar	363	229	7.12	2.5611	2.73	2.3617
championship	500	229	9.80	2.6998	2.73	2.3617
collapsed	289	229	5.67	2.4624	2.73	2.3617
courts	300	229	5.88	2.4786	2.73	2.3617
dried	258	229	5.06	2.4133	2.73	2.3617
hideous	274	229	5.37	2.4393	2.73	2.3617
jealousy	293	229	5.75	2.4683	2.73	2.3617
judy	930	229	18.24	2.9689	2.73	2.3617
listens	279	229	5.47	2.4472	2.73	2.3617
obliged	295	229	5.78	2.4713	2.73	2.3617
ol	379	229	7.43	2.5798	2.73	2.3617
poke	298	229	5.84	2.4757	2.73	2.3617
ropes	303	229	5.94	2.4829	2.73	2.3617
siren	334	229	6.55	2.5250	2.73	2.3617
vampire	894	229	17.53	2.9518	2.73	2.3617
wrestling	446	229	8.75	2.6503	2.73	2.3617
bam	361	228	7.08	2.5587	2.72	2.3598
brat	317	228	6.22	2.5024	2.72	2.3598
chap	324	228	6.35	2.5119	2.72	2.3598
charts	333	228	6.53	2.5237	2.72	2.3598
debts	311	228	6.10	2.4942	2.72	2.3598
dudes	345	228	6.76	2.5391	2.72	2.3598
groceries	301	228	5.90	2.4800	2.72	2.3598
holler	301	228	5.90	2.4800	2.72	2.3598
identical	282	228	5.53	2.4518	2.72	2.3598
jefferson	549	228	10.76	2.7404	2.72	2.3598
jordan	1017	228	19.94	3.0077	2.72	2.3598
parlor	303	228	5.94	2.4829	2.72	2.3598
ralph	783	228	15.35	2.8943	2.72	2.3598
repay	265	228	5.20	2.4249	2.72	2.3598
slower	264	228	5.18	2.4232	2.72	2.3598
stressed	283	228	5.55	2.4533	2.72	2.3598
sunrise	309	228	6.06	2.4914	2.72	2.3598
youngest	255	228	5.00	2.4082	2.72	2.3598
dammit	381	227	7.47	2.5821	2.71	2.3579
dances	302	227	5.92	2.4814	2.71	2.3579
database	290	227	5.69	2.4639	2.71	2.3579
defensive	278	227	5.45	2.4456	2.71	2.3579
distract	249	227	4.88	2.3979	2.71	2.3579
ensure	253	227	4.96	2.4048	2.71	2.3579
kidnap	331	227	6.49	2.5211	2.71	2.3579
miracles	334	227	6.55	2.5250	2.71	2.3579
mustard	329	227	6.45	2.5185	2.71	2.3579
noted	245	227	4.80	2.3909	2.71	2.3579
opportunities	249	227	4.88	2.3979	2.71	2.3579
phoebe	2150	227	42.16	3.3326	2.71	2.3579
phoenix	555	227	10.88	2.7451	2.71	2.3579
pretended	243	227	4.76	2.3874	2.71	2.3579
races	348	227	6.82	2.5428	2.71	2.3579
sponge	342	227	6.71	2.5353	2.71	2.3579
steven	793	227	15.55	2.8998	2.71	2.3579
wit	302	227	5.92	2.4814	2.71	2.3579
z	598	227	11.73	2.7774	2.71	2.3579
ambassador	689	226	13.51	2.8388	2.69	2.3560
bolt	351	226	6.88	2.5465	2.69	2.3560
erase	317	226	6.22	2.5024	2.69	2.3560
fails	261	226	5.12	2.4183	2.69	2.3560
peek	272	226	5.33	2.4362	2.69	2.3560
poisoning	302	226	5.92	2.4814	2.69	2.3560
possess	280	226	5.49	2.4487	2.69	2.3560
psych	344	226	6.75	2.5378	2.69	2.3560
relevant	286	226	5.61	2.4579	2.69	2.3560
rick	1336	226	26.20	3.1261	2.69	2.3560
sausage	397	226	7.78	2.5999	2.69	2.3560
scored	293	226	5.75	2.4683	2.69	2.3560
skipped	258	226	5.06	2.4133	2.69	2.3560
snuck	236	226	4.63	2.3747	2.69	2.3560
sofa	299	226	5.86	2.4771	2.69	2.3560
apples	423	225	8.29	2.6274	2.68	2.3541
cape	420	225	8.24	2.6243	2.68	2.3541
caution	263	225	5.16	2.4216	2.68	2.3541
christopher	926	225	18.16	2.9671	2.68	2.3541
earl	1042	225	20.43	3.0183	2.68	2.3541
fiction	310	225	6.08	2.4928	2.68	2.3541
hank	1291	225	25.31	3.1113	2.68	2.3541
hips	309	225	6.06	2.4914	2.68	2.3541
involves	255	225	5.00	2.4082	2.68	2.3541
noses	243	225	4.76	2.3874	2.68	2.3541
opinions	256	225	5.02	2.4099	2.68	2.3541
recognise	298	225	5.84	2.4757	2.68	2.3541
reflection	256	225	5.02	2.4099	2.68	2.3541
refuses	246	225	4.82	2.3927	2.68	2.3541
rescued	276	225	5.41	2.4425	2.68	2.3541
scam	313	225	6.14	2.4969	2.68	2.3541
stray	272	225	5.33	2.4362	2.68	2.3541
suggests	256	225	5.02	2.4099	2.68	2.3541
thorough	240	225	4.71	2.3820	2.68	2.3541
trophy	385	225	7.55	2.5866	2.68	2.3541
yay	346	225	6.78	2.5403	2.68	2.3541
african	345	224	6.76	2.5391	2.67	2.3522
baggage	318	224	6.24	2.5038	2.67	2.3522
bass	385	224	7.55	2.5866	2.67	2.3522
bathtub	311	224	6.10	2.4942	2.67	2.3522
cigars	340	224	6.67	2.5328	2.67	2.3522
consistent	293	224	5.75	2.4683	2.67	2.3522
corrupt	271	224	5.31	2.4346	2.67	2.3522
disrespect	267	224	5.24	2.4281	2.67	2.3522
easter	382	224	7.49	2.5832	2.67	2.3522
felony	285	224	5.59	2.4564	2.67	2.3522
handwriting	301	224	5.90	2.4800	2.67	2.3522
justify	256	224	5.02	2.4099	2.67	2.3522
laser	433	224	8.49	2.6375	2.67	2.3522
obsession	289	224	5.67	2.4624	2.67	2.3522
panicked	262	224	5.14	2.4200	2.67	2.3522
psychology	279	224	5.47	2.4472	2.67	2.3522
rang	277	224	5.43	2.4440	2.67	2.3522
spark	320	224	6.27	2.5065	2.67	2.3522
theories	276	224	5.41	2.4425	2.67	2.3522
bourbon	319	223	6.25	2.5051	2.66	2.3502
cereal	324	223	6.35	2.5119	2.66	2.3502
defeated	284	223	5.57	2.4548	2.66	2.3502
gladly	257	223	5.04	2.4116	2.66	2.3502
involvement	249	223	4.88	2.3979	2.66	2.3502
irrelevant	262	223	5.14	2.4200	2.66	2.3502
longest	243	223	4.76	2.3874	2.66	2.3502
measures	268	223	5.25	2.4298	2.66	2.3502
owners	292	223	5.73	2.4669	2.66	2.3502
peggy	867	223	17.00	2.9385	2.66	2.3502
platform	313	223	6.14	2.4969	2.66	2.3502
rendezvous	312	223	6.12	2.4955	2.66	2.3502
shifts	264	223	5.18	2.4232	2.66	2.3502
spying	279	223	5.47	2.4472	2.66	2.3502
urine	332	223	6.51	2.5224	2.66	2.3502
winners	323	223	6.33	2.5105	2.66	2.3502
biological	300	222	5.88	2.4786	2.65	2.3483
climbed	255	222	5.00	2.4082	2.65	2.3483
clip	290	222	5.69	2.4639	2.65	2.3483
embarrassment	247	222	4.84	2.3945	2.65	2.3483
overwhelming	251	222	4.92	2.4014	2.65	2.3483
premises	259	222	5.08	2.4150	2.65	2.3483
repeating	270	222	5.29	2.4330	2.65	2.3483
ski	413	222	8.10	2.6170	2.65	2.3483
stamp	302	222	5.92	2.4814	2.65	2.3483
teaches	265	222	5.20	2.4249	2.65	2.3483
vomit	272	222	5.33	2.4362	2.65	2.3483
walker	808	222	15.84	2.9079	2.65	2.3483
canyon	418	221	8.20	2.6222	2.63	2.3464
chow	350	221	6.86	2.5453	2.63	2.3464
comb	309	221	6.06	2.4914	2.63	2.3464
delivering	243	221	4.76	2.3874	2.63	2.3464
extension	275	221	5.39	2.4409	2.63	2.3464
goddess	447	221	8.76	2.6513	2.63	2.3464
improved	230	221	4.51	2.3636	2.63	2.3464
noisy	257	221	5.04	2.4116	2.63	2.3464
pissing	254	221	4.98	2.4065	2.63	2.3464
reserved	258	221	5.06	2.4133	2.63	2.3464
sadly	240	221	4.71	2.3820	2.63	2.3464
snapped	251	221	4.92	2.4014	2.63	2.3464
starved	236	221	4.63	2.3747	2.63	2.3464
vincent	946	221	18.55	2.9763	2.63	2.3464
volunteers	263	221	5.16	2.4216	2.63	2.3464
wrecked	272	221	5.33	2.4362	2.63	2.3464
accusing	252	220	4.94	2.4031	2.62	2.3444
bean	349	220	6.84	2.5441	2.62	2.3444
berlin	685	220	13.43	2.8363	2.62	2.3444
breach	317	220	6.22	2.5024	2.62	2.3444
click	327	220	6.41	2.5159	2.62	2.3444
dash	308	220	6.04	2.4900	2.62	2.3444
deadline	299	220	5.86	2.4771	2.62	2.3444
glue	300	220	5.88	2.4786	2.62	2.3444
handing	238	220	4.67	2.3784	2.62	2.3444
interior	267	220	5.24	2.4281	2.62	2.3444
mainly	256	220	5.02	2.4099	2.62	2.3444
motto	260	220	5.10	2.4166	2.62	2.3444
offence	273	220	5.35	2.4378	2.62	2.3444
offend	266	220	5.22	2.4265	2.62	2.3444
pregnancy	334	220	6.55	2.5250	2.62	2.3444
produced	268	220	5.25	2.4298	2.62	2.3444
reduced	248	220	4.86	2.3962	2.62	2.3444
romeo	504	220	9.88	2.7033	2.62	2.3444
satan	409	220	8.02	2.6128	2.62	2.3444
sip	260	220	5.10	2.4166	2.62	2.3444
specialist	264	220	5.18	2.4232	2.62	2.3444
statements	279	220	5.47	2.4472	2.62	2.3444
tracked	250	220	4.90	2.3997	2.62	2.3444
waist	262	220	5.14	2.4200	2.62	2.3444
bein	324	219	6.35	2.5119	2.61	2.3424
careless	251	219	4.92	2.4014	2.61	2.3424
coats	300	219	5.88	2.4786	2.61	2.3424
colored	377	219	7.39	2.5775	2.61	2.3424
concerning	250	219	4.90	2.3997	2.61	2.3424
confessed	304	219	5.96	2.4843	2.61	2.3424
confirmation	280	219	5.49	2.4487	2.61	2.3424
crappy	253	219	4.96	2.4048	2.61	2.3424
deepest	246	219	4.82	2.3927	2.61	2.3424
den	312	219	6.12	2.4955	2.61	2.3424
departure	275	219	5.39	2.4409	2.61	2.3424
framed	284	219	5.57	2.4548	2.61	2.3424
ken	854	219	16.75	2.9320	2.61	2.3424
lid	251	219	4.92	2.4014	2.61	2.3424
secured	262	219	5.14	2.4200	2.61	2.3424
seventeen	296	219	5.80	2.4728	2.61	2.3424
smiled	251	219	4.92	2.4014	2.61	2.3424
strongest	242	219	4.75	2.3856	2.61	2.3424
tourists	276	219	5.41	2.4425	2.61	2.3424
visions	420	219	8.24	2.6243	2.61	2.3424
ambitious	243	218	4.76	2.3874	2.60	2.3404
bon	296	218	5.80	2.4728	2.60	2.3404
cafeteria	289	218	5.67	2.4624	2.60	2.3404
contains	260	218	5.10	2.4166	2.60	2.3404
denver	421	218	8.25	2.6253	2.60	2.3404
elaborate	242	218	4.75	2.3856	2.60	2.3404
formed	241	218	4.73	2.3838	2.60	2.3404
gasoline	333	218	6.53	2.5237	2.60	2.3404
handcuffs	263	218	5.16	2.4216	2.60	2.3404
jumps	253	218	4.96	2.4048	2.60	2.3404
laura	1448	218	28.39	3.1611	2.60	2.3404
perfection	275	218	5.39	2.4409	2.60	2.3404
poster	305	218	5.98	2.4857	2.60	2.3404
sane	281	218	5.51	2.4502	2.60	2.3404
shipment	322	218	6.31	2.5092	2.60	2.3404
smokes	262	218	5.14	2.4200	2.60	2.3404
survivors	333	218	6.53	2.5237	2.60	2.3404
thoroughly	243	218	4.76	2.3874	2.60	2.3404
un	389	218	7.63	2.5911	2.60	2.3404
update	252	218	4.94	2.4031	2.60	2.3404
cheaper	251	217	4.92	2.4014	2.59	2.3385
concentration	282	217	5.53	2.4518	2.59	2.3385
confuse	243	217	4.76	2.3874	2.59	2.3385
drums	367	217	7.20	2.5658	2.59	2.3385
economy	296	217	5.80	2.4728	2.59	2.3385
fleet	540	217	10.59	2.7332	2.59	2.3385
hatred	276	217	5.41	2.4425	2.59	2.3385
leaf	265	217	5.20	2.4249	2.59	2.3385
permanently	245	217	4.80	2.3909	2.59	2.3385
region	256	217	5.02	2.4099	2.59	2.3385
salvation	256	217	5.02	2.4099	2.59	2.3385
sis	400	217	7.84	2.6031	2.59	2.3385
strap	263	217	5.16	2.4216	2.59	2.3385
submit	282	217	5.53	2.4518	2.59	2.3385
swept	243	217	4.76	2.3874	2.59	2.3385
terry	1123	217	22.02	3.0508	2.59	2.3385
utterly	249	217	4.88	2.3979	2.59	2.3385
wizard	542	217	10.63	2.7348	2.59	2.3385
anne	1065	216	20.88	3.0278	2.58	2.3365
democracy	337	216	6.61	2.5289	2.58	2.3365
engineering	333	216	6.53	2.5237	2.58	2.3365
robot	621	216	12.18	2.7938	2.58	2.3365
scrub	318	216	6.24	2.5038	2.58	2.3365
sector	360	216	7.06	2.5575	2.58	2.3365
settlement	322	216	6.31	2.5092	2.58	2.3365
smelling	253	216	4.96	2.4048	2.58	2.3365
stereo	304	216	5.96	2.4843	2.58	2.3365
swiss	321	216	6.29	2.5079	2.58	2.3365
wheelchair	316	216	6.20	2.5011	2.58	2.3365
yale	734	216	14.39	2.8663	2.58	2.3365
advised	267	215	5.24	2.4281	2.56	2.3345
aliens	491	215	9.63	2.6920	2.56	2.3345
bluff	317	215	6.22	2.5024	2.56	2.3345
clay	612	215	12.00	2.7875	2.56	2.3345
cocaine	421	215	8.25	2.6253	2.56	2.3345
decade	247	215	4.84	2.3945	2.56	2.3345
execute	283	215	5.55	2.4533	2.56	2.3345
expectations	268	215	5.25	2.4298	2.56	2.3345
flipped	253	215	4.96	2.4048	2.56	2.3345
fog	482	215	9.45	2.6839	2.56	2.3345
marshal	900	215	17.65	2.9547	2.56	2.3345
peak	303	215	5.94	2.4829	2.56	2.3345
plea	349	215	6.84	2.5441	2.56	2.3345
recommendation	258	215	5.06	2.4133	2.56	2.3345
shirley	844	215	16.55	2.9269	2.56	2.3345
simon	1268	215	24.86	3.1035	2.56	2.3345
suckers	251	215	4.92	2.4014	2.56	2.3345
tech	326	215	6.39	2.5145	2.56	2.3345
til	433	215	8.49	2.6375	2.56	2.3345
travis	703	215	13.78	2.8476	2.56	2.3345
tricked	251	215	4.92	2.4014	2.56	2.3345
visits	233	215	4.57	2.3692	2.56	2.3345
anderson	750	214	14.71	2.8756	2.55	2.3324
blink	258	214	5.06	2.4133	2.55	2.3324
brace	319	214	6.25	2.5051	2.55	2.3324
buckle	257	214	5.04	2.4116	2.55	2.3324
caesar	521	214	10.22	2.7177	2.55	2.3324
cooper	887	214	17.39	2.9484	2.55	2.3324
cracks	251	214	4.92	2.4014	2.55	2.3324
elvis	537	214	10.53	2.7308	2.55	2.3324
freaky	255	214	5.00	2.4082	2.55	2.3324
freezer	263	214	5.16	2.4216	2.55	2.3324
imagining	247	214	4.84	2.3945	2.55	2.3324
instructed	238	214	4.67	2.3784	2.55	2.3324
lifestyle	252	214	4.94	2.4031	2.55	2.3324
meaningless	248	214	4.86	2.3962	2.55	2.3324
mortgage	301	214	5.90	2.4800	2.55	2.3324
murdering	241	214	4.73	2.3838	2.55	2.3324
organs	301	214	5.90	2.4800	2.55	2.3324
prettier	239	214	4.69	2.3802	2.55	2.3324
programs	284	214	5.57	2.4548	2.55	2.3324
qualities	251	214	4.92	2.4014	2.55	2.3324
rib	301	214	5.90	2.4800	2.55	2.3324
rubbing	241	214	4.73	2.3838	2.55	2.3324
russians	510	214	10.00	2.7084	2.55	2.3324
springs	370	214	7.25	2.5694	2.55	2.3324
tobacco	356	214	6.98	2.5527	2.55	2.3324
traces	257	214	5.04	2.4116	2.55	2.3324
underwater	323	214	6.33	2.5105	2.55	2.3324
volunteered	245	214	4.80	2.3909	2.55	2.3324
accompany	242	213	4.75	2.3856	2.54	2.3304
behaviour	275	213	5.39	2.4409	2.54	2.3304
biting	250	213	4.90	2.3997	2.54	2.3304
civilians	306	213	6.00	2.4871	2.54	2.3304
claire	1552	213	30.43	3.1912	2.54	2.3304
frustrated	255	213	5.00	2.4082	2.54	2.3304
jurisdiction	271	213	5.31	2.4346	2.54	2.3304
millionaire	291	213	5.71	2.4654	2.54	2.3304
mule	358	213	7.02	2.5551	2.54	2.3304
peanuts	385	213	7.55	2.5866	2.54	2.3304
pets	290	213	5.69	2.4639	2.54	2.3304
pier	334	213	6.55	2.5250	2.54	2.3304
precinct	374	213	7.33	2.5740	2.54	2.3304
spells	295	213	5.78	2.4713	2.54	2.3304
